name,seqid,value,gain
# Integration time: 400ms
# Taking 20 measurements each
# Captured with the code version:
# https://github.com/diy-fluorometer/aolw2018-capetown/tree/master/code/gainTest, commit 1150cda
# All samples had a volume of 50ul. All samples had 10ul of dye stock,
# prepared by mixing 1ul of GelGreen 10000X and 99ul of water.
# DNA used was BIORON 50bp DNA ladder (free of loading dye)
# Samples were diluted with bottled water.
# DNA concentrations:
# TU1: 160    ug/ml
# TU2:  80    ug/ml
# TU3:  40    ug/ml
# TU4:  20    ug/ml
# TU5:  10    ug/ml
# TU6:   5    ug/ml
# TU7:   2.5  ug/ml
# TU8:   1.25 ug/ml
TU6,9,5262,HIGH
TU6,9,308,MED
TU6,9,12,LOW
TU6,10,5261,HIGH
TU6,10,308,MED
TU6,10,12,LOW
TU6,11,5259,HIGH
TU6,11,307,MED
TU6,11,12,LOW
TU6,12,5256,HIGH
TU6,12,307,MED
TU6,12,12,LOW
TU6,13,5257,HIGH
TU6,13,307,MED
TU6,13,12,LOW
TU6,14,5255,HIGH
TU6,14,307,MED
TU6,14,12,LOW
TU6,15,5253,HIGH
TU6,15,307,MED
TU6,15,12,LOW
TU6,16,5252,HIGH
TU6,16,307,MED
TU6,16,12,LOW
TU6,17,5250,HIGH
TU6,17,306,MED
TU6,17,12,LOW
TU6,18,5249,HIGH
TU6,18,307,MED
TU6,18,12,LOW
TU6,19,5245,HIGH
TU6,19,307,MED
TU6,19,12,LOW
TU6,20,5246,HIGH
TU6,20,307,MED
TU6,20,12,LOW
TU7,1,4812,HIGH
TU7,1,280,MED
TU7,1,11,LOW
TU7,2,4820,HIGH
TU7,2,281,MED
TU7,2,11,LOW
TU7,3,4824,HIGH
TU7,3,280,MED
TU7,3,11,LOW
TU7,4,4826,HIGH
TU7,4,281,MED
TU7,4,11,LOW
TU7,5,4825,HIGH
TU7,5,281,MED
TU7,5,11,LOW
TU7,6,4827,HIGH
TU7,6,281,MED
TU7,6,11,LOW
TU7,7,4825,HIGH
TU7,7,281,MED
TU7,7,11,LOW
TU7,8,4827,HIGH
TU7,8,281,MED
TU7,8,11,LOW
TU7,9,4826,HIGH
TU7,9,281,MED
TU7,9,11,LOW
TU7,10,4826,HIGH
TU7,10,281,MED
TU7,10,11,LOW
TU7,11,4825,HIGH
TU7,11,281,MED
TU7,11,11,LOW
TU7,12,4824,HIGH
TU7,12,280,MED
TU7,12,11,LOW
TU7,13,4825,HIGH
TU7,13,280,MED
TU7,13,11,LOW
TU7,14,4824,HIGH
TU7,14,280,MED
TU7,14,11,LOW
TU7,15,4823,HIGH
TU7,15,280,MED
TU7,15,11,LOW
TU7,16,4822,HIGH
TU7,16,281,MED
TU7,16,11,LOW
TU7,17,4822,HIGH
TU7,17,281,MED
TU7,17,11,LOW
TU7,18,4822,HIGH
TU7,18,281,MED
TU7,18,11,LOW
TU7,19,4820,HIGH
TU7,19,280,MED
TU7,19,11,LOW
TU7,20,4819,HIGH
TU7,20,280,MED
TU7,20,11,LOW
TU8,1,4571,HIGH
TU8,1,266,MED
TU8,1,11,LOW
TU8,2,4581,HIGH
TU8,2,267,MED
TU8,2,11,LOW
TU8,3,4585,HIGH
TU8,3,267,MED
TU8,3,11,LOW
TU8,4,4587,HIGH
TU8,4,267,MED
TU8,4,11,LOW
TU8,5,4586,HIGH
TU8,5,267,MED
TU8,5,11,LOW
TU8,6,4589,HIGH
TU8,6,267,MED
TU8,6,11,LOW
TU8,7,4590,HIGH
TU8,7,267,MED
TU8,7,11,LOW
TU8,8,4591,HIGH
TU8,8,267,MED
TU8,8,11,LOW
TU8,9,4590,HIGH
TU8,9,267,MED
TU8,9,11,LOW
TU8,10,4588,HIGH
TU8,10,266,MED
TU8,10,11,LOW
TU8,11,4590,HIGH
TU8,11,267,MED
TU8,11,11,LOW
TU8,12,4590,HIGH
TU8,12,267,MED
TU8,12,11,LOW
TU8,13,4590,HIGH
TU8,13,267,MED
TU8,13,11,LOW
TU8,14,4590,HIGH
TU8,14,267,MED
TU8,14,11,LOW
TU8,15,4590,HIGH
TU8,15,267,MED
TU8,15,11,LOW
TU8,16,4589,HIGH
TU8,16,267,MED
TU8,16,11,LOW
TU8,17,4587,HIGH
TU8,17,267,MED
TU8,17,11,LOW
TU8,18,4588,HIGH
TU8,18,267,MED
TU8,18,11,LOW
TU8,19,4588,HIGH
TU8,19,267,MED
TU8,19,11,LOW
TU8,20,4588,HIGH
TU8,20,267,MED
TU8,20,11,LOW
